game,session_id,avg_decision_time,decision_time_variance,move_accuracy,error_rate,pattern_success_rate,consistency_score,optimal_play_rate,strategic_move_rate,strategic_depth,memory_accuracy,logical_reasoning,improvement_rate,win_rate,skill_tier,performance_score,outcome
word_chain,wc_18,7118.7,562817.7,0.1686,0.8926,0.6162,0.318,0.1697,0.1697,0.274,0.2339,0.3968,0.0513,0,0,20.05,loss
word_chain,wc_19,3406.6,1472414.4,0.7429,0.3695,0.7627,0.6276,0.5082,0.5082,0.3698,0.6297,0.8041,0.0124,0.8174,2,74.48,win
word_chain,wc_20,3315.1,1973574.2,0.8028,0.1105,0.7641,0.8515,0.4899,0.4899,0.4863,0.6214,0.7519,-0.0003,0.6391,3,78.78,win
word_chain,wc_21,2297.8,493124.7,0.6906,0.1933,0.5221,0.7956,0.3858,0.3858,0.3196,0.5399,0.7916,-0.0107,0.8272,3,72.94,win
word_chain,wc_22,1513.8,2338726.3,0.8351,0.2487,0.7688,0.8689,0.4878,0.4878,0.2981,0.6041,0.775,0.0921,0.5513,3,83.08,win
word_chain,wc_23,2408.9,448619.9,0.6893,0.25,0.7976,0.8449,0.463,0.463,0.1936,0.7803,0.7539,0.0749,0.5427,3,75.79,win
word_chain,wc_24,3785.2,841987.5,0.5567,0.4607,0.4748,0.5506,0.5194,0.5194,0.5254,0.3015,0.4195,-0.0055,0.352,1,49.31,loss
word_chain,wc_25,1586.4,921457.8,0.8906,0.2942,0.8309,0.7936,0.3343,0.3343,0.4715,0.6704,0.9793,-0.0176,0.6571,4,85.86,win
word_chain,wc_26,4445.1,360939.8,0.42,0.5352,0.4535,0.602,0.2455,0.2455,0.1576,0.3692,0.4785,0.0016,0.2863,1,45.16,loss
word_chain,wc_27,3498.0,1757831.3,0.5521,0.492,0.4525,0.4859,0.1627,0.1627,0.4751,0.6307,0.4533,0.0653,0.3909,1,50.9,loss
word_chain,wc_28,4791.5,2272715.9,0.5066,0.4372,0.3635,0.3958,0.3492,0.3492,0.4354,0.5892,0.4556,0.027,0.3458,1,45.39,loss
word_chain,wc_29,5835.3,1292813.6,0.296,0.5844,0.3264,0.3806,0.2536,0.2536,0.4987,0.3751,0.2369,0.0291,0.1272,0,24.3,loss
word_chain,wc_30,3117.0,1177836.2,0.5023,0.6145,0.7236,0.583,0.3834,0.3834,0.4087,0.4749,0.5814,0.0652,0.7297,2,55.65,win
word_chain,wc_31,3688.0,1609100.3,0.6134,0.274,0.7629,0.6831,0.6364,0.6364,0.3847,0.5037,0.684,0.0109,0.4908,2,66.55,loss
word_chain,wc_32,2120.8,831574.1,0.5724,0.4878,0.5689,0.5892,0.2544,0.2544,0.2055,0.5161,0.7564,0.049,0.6006,3,63.52,win
word_chain,wc_33,5928.8,675719.1,0.474,0.4084,0.6129,0.4446,0.1986,0.1986,0.4603,0.4314,0.5268,-0.0561,0.4877,1,45.85,loss
word_chain,wc_34,2014.4,1919286.0,0.5105,0.4923,0.595,0.66,0.4667,0.4667,0.1061,0.4835,0.6296,-0.0321,0.4607,2,57.68,loss
word_chain,wc_35,5850.3,262022.8,0.5112,0.4153,0.6054,0.4914,0.4322,0.4322,0.5449,0.5885,0.569,-0.0206,0.5227,1,51.13,win
word_chain,wc_36,5493.6,2113425.9,0.3074,0.7306,0.2902,0.3831,0.112,0.112,0.6249,0.5215,0.3126,0.0198,0.2903,0,30.59,loss
word_chain,wc_37,4731.8,550479.4,0.183,0.7031,0.33,0.3283,0.1063,0.1063,0.0334,0.3193,0.2478,0.0618,0.1556,0,16.02,loss
word_chain,wc_38,4715.4,259060.4,0.5864,0.3307,0.7276,0.4858,0.4622,0.4622,0.5829,0.5419,0.6264,-0.0028,0.7061,2,59.89,win
word_chain,wc_39,2183.2,2462842.0,0.8597,0.1137,0.8411,0.6761,0.4674,0.4674,0.1106,0.5968,0.948,0.0275,0.671,4,84.37,win
word_chain,wc_40,4190.2,1201620.4,0.5971,0.3689,0.6479,0.5799,0.4336,0.4336,0.348,0.3694,0.5144,0.0095,0.2076,2,54.22,loss
word_chain,wc_41,3639.2,760885.9,0.4643,0.4729,0.524,0.5378,0.5239,0.5239,0.1731,0.6048,0.3736,-0.0336,0.451,1,45.87,loss
word_chain,wc_42,5149.9,2380543.9,0.6192,0.3111,0.6196,0.648,0.4186,0.4186,0.2407,0.5709,0.5087,0.0748,0.6329,1,59.83,win
word_chain,wc_43,2276.2,1288499.1,0.5334,0.4325,0.5618,0.6157,0.3583,0.3583,0.6265,0.667,0.5493,-0.0213,0.515,2,57.66,win
word_chain,wc_44,3316.9,697684.7,0.727,0.309,0.767,0.6922,0.4496,0.4496,0.5268,0.512,0.752,-0.0439,0.6489,3,71.61,win
word_chain,wc_45,1749.7,1472725.6,0.8452,0.2046,0.9077,0.7287,0.4787,0.4787,0.4165,0.9033,0.9065,0.0133,0.7199,4,84.42,win
word_chain,wc_46,2569.8,1121627.1,0.5813,0.4374,0.8513,0.5345,0.2099,0.2099,0.5132,0.5611,0.6795,0.0704,0.6106,3,60.6,win
word_chain,wc_47,7244.3,1236183.3,0.4932,0.599,0.1671,0.6132,0.3066,0.3066,0.2357,0.5706,0.2228,-0.0543,0.3777,0,38.91,loss
word_chain,wc_48,2323.8,372649.2,0.7566,0.2258,0.7573,0.7927,0.5622,0.5622,0.6139,0.6941,0.8166,0.0638,0.7645,4,81.49,win
word_chain,wc_49,4061.1,2347437.5,0.4973,0.5375,0.7112,0.4445,0.2867,0.2867,0.2785,0.4285,0.5784,-0.0247,0.5795,2,54.31,win
word_chain,wc_50,2684.9,1809387.5,0.7196,0.4048,0.5471,0.6196,0.587,0.587,0.3479,0.7104,0.6743,0.0641,0.6233,2,70.41,win
word_chain,wc_51,3610.5,2499016.6,0.6052,0.4299,0.7125,0.6124,0.1939,0.1939,0.3324,0.4383,0.5397,0.0051,0.4754,2,59.35,loss
word_chain,wc_52,4647.8,966609.3,0.2005,0.896,0.2095,0.5076,0.3299,0.3299,0.2693,0.4719,0.195,-0.018,0.079,0,28.13,loss
word_chain,wc_53,4026.5,1383571.4,0.4677,0.505,0.5719,0.406,0.4107,0.4107,0.5218,0.4496,0.6525,0.0784,0.4146,1,49.77,loss
word_chain,wc_54,3767.4,1805975.1,0.5945,0.3097,0.5443,0.4533,0.4689,0.4689,0.5813,0.4708,0.5114,0.0978,0.6696,2,53.1,win
word_chain,wc_55,3968.7,1346263.7,0.5424,0.5955,0.5948,0.8618,0.5417,0.5417,0.3132,0.6687,0.4996,0.0101,0.4061,2,59.9,loss
word_chain,wc_56,2386.1,2017014.2,0.6141,0.5066,0.2841,0.4281,0.4489,0.4489,0.384,0.4762,0.485,-0.0603,0.6304,1,53.98,win
word_chain,wc_57,2910.7,1449889.1,0.6684,0.3309,0.63,0.7335,0.3462,0.3462,0.55,0.6587,0.5801,-0.0139,0.5849,2,64.0,win
word_chain,wc_58,3567.8,2087719.4,0.53,0.5058,0.4478,0.663,0.1925,0.1925,0.1368,0.56,0.4978,0.0664,0.371,1,49.75,loss
word_chain,wc_59,5976.9,555030.8,0.2306,0.8052,0.3576,0.2695,0.0601,0.0601,0.4642,0.4447,0.5169,-0.0836,0.2702,0,29.99,loss
word_chain,wc_60,3444.2,282567.9,0.3899,0.5496,0.5029,0.5615,0.3115,0.3115,0.6183,0.257,0.5967,0.0714,0.4575,1,48.09,loss
word_chain,wc_61,1789.3,2031130.0,0.8946,0,0.6071,0.646,0.6066,0.6066,0.48,0.6676,0.8592,0.0096,0.9392,4,87.06,win
word_chain,wc_62,5698.3,1260644.8,0.2353,0.8417,0.3543,0.5646,0.2341,0.2341,0.3239,0.3404,0.3693,0.0192,0.2719,0,30.32,loss
word_chain,wc_63,3568.7,2144199.0,0.3428,0.6835,0.2517,0.4002,0.2188,0.2188,0.288,0.4837,0.3191,0.0324,0.4181,0,35.47,loss
word_chain,wc_64,4538.8,1912738.3,0.4474,0.7647,0.3446,0.5278,0.2659,0.2659,0.2993,0.4829,0.3404,0.0721,0.5368,2,48.44,win
word_chain,wc_65,3127.9,2128175.4,0.5838,0.5073,0.5038,0.5485,0.4072,0.4072,0.2445,0.4228,0.6613,-0.0399,0.4437,2,63.11,loss
word_chain,wc_66,4304.1,2434426.0,0.4909,0.545,0.4833,0.6511,0.4645,0.4645,0.3068,0.6163,0.4775,-0.0668,0.4456,2,53.54,loss
word_chain,wc_67,3618.6,2178323.4,0.6912,0.2361,0.7735,0.6698,0.6369,0.6369,0.6549,0.799,0.6159,0.002,0.3677,3,68.37,loss
word_chain,wc_68,1440.5,2362671.4,0.8442,0.1358,0.6979,0.6408,0.3877,0.3877,0.2018,0.5642,0.8821,0.0427,0.8496,4,84.32,win
word_chain,wc_69,4975.6,2376401.5,0.3965,0.6611,0.5176,0.6698,0.2519,0.2519,0.3314,0.4883,0.4231,0.0044,0.4715,0,44.53,loss
word_chain,wc_70,5578.4,427749.8,0.3296,0.4773,0.1312,0.4601,0.329,0.329,0.5202,0.5219,0.1787,-0.0209,0.2813,0,30.79,loss
word_chain,wc_71,1878.6,1115721.2,0.8785,0.0927,0.6362,0.7917,0.6569,0.6569,0.227,0.6578,0.7651,0.0275,0.8494,4,84.85,win
word_chain,wc_72,2748.3,1959862.0,0.5873,0.4315,0.6366,0.7926,0.3838,0.3838,0.4778,0.5398,0.6921,0.0274,0.6514,3,66.69,win
word_chain,wc_73,2798.6,259294.3,0.7144,0.2508,0.7374,0.6995,0.5315,0.5315,0.4831,0.7223,0.7649,0.0904,0.6795,3,73.23,win
word_chain,wc_74,5353.5,1358829.0,0.5207,0.4577,0.4234,0.3479,0.2633,0.2633,0.4387,0.4649,0.6357,0.0312,0.4128,1,49.49,loss
word_chain,wc_75,1959.6,369028.6,0.7409,0.2931,0.4185,0.8135,0.2887,0.2887,0.5323,0.6395,0.5608,0.0679,0.7493,3,72.38,win
word_chain,wc_76,7678.3,2161423.3,0.278,0.7187,0.1933,0.5618,0.3652,0.3652,0.4587,0.5019,0.2484,-0.0199,0.1051,0,31.16,loss
word_chain,wc_77,3141.8,551069.5,0.7875,0.2364,0.7761,0.5852,0.4353,0.4353,0.489,0.5243,0.7698,0.0332,0.675,3,74.54,win
word_chain,wc_78,2649.5,1730283.2,0.6518,0.3113,0.592,0.5654,0.5572,0.5572,0.3494,0.6769,0.7497,0.0201,0.4947,3,71.31,loss
word_chain,wc_79,2339.7,1953993.0,0.8257,0.2881,0.6459,0.762,0.5821,0.5821,0.4709,0.5634,0.6974,-0.0449,0.6574,3,78.83,win
word_chain,wc_80,2323.5,910664.8,0.7425,0.2877,0.659,0.9749,0.6139,0.6139,0.2961,0.7995,0.6732,0.0176,0.7711,3,81.03,win
word_chain,wc_81,2254.2,1859670.7,0.76,0.2653,0.7545,0.8005,0.386,0.386,0.5528,0.6513,0.8312,0.0287,0.5118,3,75.8,win
word_chain,wc_82,6228.0,461780.3,0.2779,0.8388,0.1946,0.4573,0.2534,0.2534,0.4146,0.6081,0.2174,-0.0095,0.327,0,31.38,loss
word_chain,wc_83,3599.5,954681.4,0.5503,0.4439,0.6295,0.516,0.3761,0.3761,0.498,0.5392,0.7162,0.0862,0.4678,2,56.06,loss
word_chain,wc_84,5866.2,2182853.0,0.3388,0.6322,0.3725,0.4815,0.4919,0.4919,0.3663,0.4609,0.2907,-0.0264,0.2336,1,34.48,loss
word_chain,wc_85,2646.7,759627.9,0.7342,0.1605,0.8419,0.7018,0.6219,0.6219,0.1068,0.6877,0.8303,-0.0213,0.6024,3,75.17,win
word_chain,wc_86,5646.3,2083581.8,0.461,0.5364,0.2478,0.4591,0.2139,0.2139,0.3796,0.5973,0.4497,0.0317,0.314,1,44.17,loss
word_chain,wc_87,7541.2,2325554.8,0.292,0.8315,0.2354,0.5482,0.2789,0.2789,0.4093,0.3287,0.3612,-0.0322,0.2572,0,36.95,loss
word_chain,wc_88,2653.5,1239401.9,0.6733,0.3508,0.5941,0.5668,0.3601,0.3601,0.4504,0.573,0.6419,0.0907,0.6791,2,65.46,win
word_chain,wc_89,4222.8,1699226.1,0.3411,0.6825,0.3753,0.391,0.1415,0.1415,0.0919,0.5283,0.2429,0.0003,0.4515,0,35.0,loss
word_chain,wc_90,4977.2,1402320.5,0.485,0.4226,0.573,0.5203,0.2472,0.2472,0.5,0.5383,0.5539,0.041,0.5372,1,51.39,win
word_chain,wc_91,5292.9,1710097.4,0.324,0.6524,0.51,0.4646,0.2527,0.2527,0.5264,0.6062,0.3359,0.0876,0.2159,1,36.6,loss
word_chain,wc_92,4525.7,2020822.5,0.4952,0.4292,0.1833,0.4693,0.2655,0.2655,0.2011,0.5513,0.3262,0.043,0.2093,1,40.8,loss
word_chain,wc_93,1589.8,1318423.1,0.6768,0.3583,0.5614,0.5867,0.5249,0.5249,0.4719,0.8334,0.6463,0.0232,0.7021,3,67.68,win
word_chain,wc_94,5540.6,573168.6,0.2653,0.7199,0.3274,0.4836,0.329,0.329,0.6187,0.5016,0.3798,0.0536,0.1543,0,35.36,loss
word_chain,wc_95,3055.3,911776.2,0.7634,0.323,0.5746,0.7052,0.3795,0.3795,0.6433,0.6564,0.6582,0.0362,0.5821,3,73.36,win
word_chain,wc_96,3574.0,518316.6,0.6706,0.4063,0.4875,0.5901,0.4829,0.4829,0.333,0.3835,0.8486,0.02,0.7463,3,69.39,win
word_chain,wc_97,2406.2,2376750.5,0.6531,0.4794,0.713,0.6204,0.522,0.522,0.7223,0.6717,0.8485,0.0277,0.778,3,72.85,win
word_chain,wc_98,4855.2,2020175.5,0.4611,0.5362,0.6622,0.6382,0.4183,0.4183,0.4611,0.3703,0.4067,0.0413,0.4817,1,47.89,loss
word_chain,wc_99,2190.7,1413874.5,0.6596,0.3415,0.6581,0.7083,0.3141,0.3141,0.6845,0.5455,0.7359,0.0453,0.715,3,71.64,win
word_chain,wc_100,5108.4,530226.7,0.4797,0.6317,0.4921,0.7413,0.3008,0.3008,0.3844,0.5127,0.5101,-0.0299,0.5462,1,55.26,win
word_chain,wc_101,5539.6,1281310.7,0.5265,0.5138,0.3509,0.5724,0.1672,0.1672,0.3794,0.3956,0.7128,-0.0541,0.156,1,51.77,loss
word_chain,wc_102,4979.6,2071070.4,0.6091,0.2917,0.4138,0.4937,0.5335,0.5335,0.2657,0.5847,0.3888,0.0515,0.6704,1,53.14,win
word_chain,wc_103,2435.1,2346753.3,0.5548,0.3579,0.5855,0.5943,0.3854,0.3854,0.4432,0.5488,0.6336,-0.0997,0.4844,2,58.36,loss
word_chain,wc_104,4838.1,1909607.7,0.6479,0.1948,0.5824,0.6369,0.2565,0.2565,0.4673,0.6934,0.654,0.0512,0.4876,2,63.01,loss
word_chain,wc_105,1811.2,938786.3,0.7952,0.0824,0.9231,0.7616,0.5658,0.5658,0.4969,0.5157,0.9338,0.0715,0.8326,4,84.09,win
word_chain,wc_106,4166.6,2380180.1,0.3599,0.6826,0.2488,0.6778,0.2399,0.2399,0.8254,0.7227,0.4456,0.0708,0.4099,1,43.54,loss
word_chain,wc_107,3368.7,1080565.1,0.5004,0.4124,0.5596,0.4128,0.3658,0.3658,0.4121,0.405,0.5331,-0.0297,0.399,1,49.61,loss
word_chain,wc_108,3256.1,1347801.1,0.589,0.3961,0.5468,0.5467,0.5692,0.5692,0.3082,0.6833,0.6307,-0.019,0.6939,2,63.11,win
word_chain,wc_109,5885.0,1223755.7,0.4834,0.47,0.6839,0.6221,0.1171,0.1171,0.6045,0.5407,0.562,0.0716,0.5018,1,51.36,win
word_chain,wc_110,3002.2,1370138.2,0.7616,0.1399,0.6918,0.8108,0.3441,0.3441,0.0664,0.4522,0.8518,0.0394,0.7197,3,78.1,win
word_chain,wc_111,5731.9,1853400.2,0.2899,0.6144,0.2866,0.4948,0.109,0.109,0.3588,0.7905,0.2414,-0.0476,0.2348,0,31.17,loss
word_chain,wc_112,3218.5,2422408.6,0.784,0.1495,0.769,0.7318,0.5304,0.5304,0.2188,0.6279,0.7052,-0.0602,0.8906,3,80.77,win
word_chain,wc_113,6486.4,1660631.3,0.4138,0.5149,0.6307,0.4472,0.3135,0.3135,0.2845,0.3738,0.4041,0.0004,0.3033,0,39.04,loss
word_chain,wc_114,4553.2,2098043.4,0.5336,0.5631,0.5426,0.5502,0.3379,0.3379,0.199,0.3261,0.5966,0.032,0.3588,1,48.53,loss
word_chain,wc_115,2961.4,2050782.8,0.4706,0.4574,0.534,0.4603,0.4463,0.4463,0.3111,0.4577,0.631,0.0066,0.3791,2,51.75,loss
word_chain,wc_116,6474.8,500762.1,0.3742,0.5828,0.3064,0.4322,0.4746,0.4746,0.1606,0.2512,0.2693,-0.0153,0.4272,0,36.05,loss
word_chain,wc_117,4965.0,953102.4,0.4404,0.6358,0.4299,0.4618,0.3255,0.3255,0.3249,0.405,0.4806,-0.0106,0.3165,1,43.2,loss
word_chain,wc_118,2507.9,316242.9,0.65,0.378,0.3732,0.8654,0.4472,0.4472,0.3866,0.6526,0.6913,-0.0627,0.6026,3,69.6,win
word_chain,wc_119,3682.4,647707.2,0.4976,0.4155,0.6349,0.6583,0.2336,0.2336,0.2574,0.5672,0.6809,0.0052,0.458,2,56.98,loss
word_chain,wc_120,2854.6,1936419.9,0.6404,0.5072,0.5496,0.8031,0.2781,0.2781,0.5651,0.7433,0.7707,0.035,0.6925,2,69.23,win
word_chain,wc_121,3622.0,2478416.2,0.6594,0.3697,0.4557,0.4945,0.3809,0.3809,0.387,0.522,0.5635,0.0177,0.485,2,60.34,loss
word_chain,wc_122,3713.3,1868245.7,0.4516,0.4781,0.3421,0.5926,0.1997,0.1997,0.0278,0.4137,0.4584,0.0165,0.4259,1,49.46,loss
word_chain,wc_123,3212.8,539884.1,0.6403,0.2555,0.6665,0.6619,0.3455,0.3455,0.5854,0.4773,0.6415,0.0157,0.6451,2,68.97,win
word_chain,wc_124,1849.8,343247.0,0.8696,0.0539,0.7934,0.7062,0.6576,0.6576,0.0666,0.5381,0.8688,0.0376,0.847,4,85.11,win
word_chain,wc_125,3760.0,1794620.6,0.4468,0.5148,0.3644,0.571,0.2669,0.2669,0.6045,0.3132,0.456,-0.0001,0.3197,1,44.69,loss
word_chain,wc_126,4545.2,2029432.3,0.4417,0.6112,0.5196,0.4751,0.1562,0.1562,0.2742,0.6428,0.5628,0.017,0.4313,1,46.26,loss
word_chain,wc_127,5036.5,789821.1,0.3918,0.5458,0.6194,0.526,0.2366,0.2366,0.6308,0.5474,0.7236,-0.0066,0.4309,2,51.3,loss
word_chain,wc_128,2995.5,1150593.1,0.76,0.209,0.5876,0.6067,0.4492,0.4492,0.2383,0.5713,0.71,0.0162,0.6155,2,71.53,win
word_chain,wc_129,2524.7,1685565.2,0.7888,0.146,0.6676,0.914,0.6113,0.6113,0.4141,0.6207,0.8338,0.0345,0.7389,3,84.29,win
word_chain,wc_130,3219.1,1339383.0,0.5205,0.627,0.8276,0.6156,0.4224,0.4224,0.7009,0.4757,0.8238,0.1143,0.3761,2,59.89,loss
word_chain,wc_131,1761.8,2157437.4,0.8286,0.1645,0.8757,0.8238,0.3064,0.3064,0.3871,0.663,0.8583,-0.0057,0.8041,4,85.65,win
word_chain,wc_132,7134.0,2263198.4,0.4008,0.4582,0.2393,0.4641,0.3678,0.3678,0.2957,0.6189,0.3465,0.0424,0.2133,0,37.9,loss
word_chain,wc_133,5329.6,1862629.8,0.3707,0.6914,0.4573,0.4354,0.3157,0.3157,0.6501,0.3834,0.4173,0.0781,0.2822,0,35.88,loss
word_chain,wc_134,3652.7,878586.5,0.6609,0.3364,0.5342,0.4109,0.5879,0.5879,0.276,0.7083,0.5844,-0.0011,0.523,2,59.54,win
word_chain,wc_135,7634.4,1935901.0,0.3306,0.642,0.1828,0.39,0.3123,0.3123,0.3483,0.5319,0.252,0.0316,0.2972,0,33.84,loss
word_chain,wc_136,3190.9,467352.1,0.5722,0.3998,0.5099,0.4808,0.3371,0.3371,0.3623,0.6423,0.5872,0.0346,0.6565,2,56.87,win
word_chain,wc_137,5857.8,2077842.4,0.2021,0.8053,0.1222,0.326,0.1425,0.1425,0.4637,0.2484,0.2121,0.0186,0,0,19.44,loss
word_chain,wc_138,6361.0,2450166.6,0.4025,0.6758,0.6915,0.6513,0.2601,0.2601,0.4305,0.2427,0.6301,-0.0054,0.2389,0,46.51,loss
word_chain,wc_139,2343.5,1435694.5,0.7825,0.1101,0.6531,0.6423,0.4665,0.4665,0.3466,0.6734,0.9204,-0.0435,0.7188,4,81.09,win
word_chain,wc_140,4804.7,2356043.8,0.5348,0.438,0.4882,0.4173,0.2901,0.2901,0.2987,0.5547,0.4352,0.0169,0.3687,1,46.51,loss
word_chain,wc_141,2997.0,1903244.5,0.6537,0.3818,0.8214,0.628,0.4063,0.4063,0.4424,0.5221,0.7706,-0.0039,0.6378,3,67.69,win
word_chain,wc_142,4542.5,894058.2,0.4516,0.4296,0.3715,0.6013,0.295,0.295,0.5838,0.4112,0.3974,0.0565,0.5252,1,46.51,win
word_chain,wc_143,5137.0,1744087.8,0.4832,0.4576,0.5176,0.6386,0.5542,0.5542,0.4775,0.4343,0.6751,0.0278,0.3569,1,54.86,loss
word_chain,wc_144,4126.8,2425908.2,0.5748,0.3703,0.5385,0.6782,0.5393,0.5393,0.138,0.4974,0.6231,-0.0001,0.566,2,63.38,win
word_chain,wc_145,6181.0,2209327.1,0.4949,0.5756,0.6347,0.6801,0.2831,0.2831,0.5104,0.3761,0.6511,0.0457,0.6312,1,56.84,win
word_chain,wc_146,2252.2,1301518.0,0.6587,0.3376,0.9525,0.6493,0.724,0.724,0.2524,0.8306,0.8091,0.0225,0.7632,3,70.45,win
word_chain,wc_147,4155.7,2457032.5,0.4859,0.4983,0.4882,0.4873,0.334,0.334,0.5794,0.5244,0.4956,-0.0551,0.527,1,51.47,win
word_chain,wc_148,2100.2,958690.2,0.7973,0.252,0.8638,0.7695,0.4723,0.4723,0.3213,0.6662,0.8473,-0.0351,0.8903,4,82.47,win
word_chain,wc_149,2496.2,1856721.1,0.6347,0.3413,0.5174,0.6972,0.3741,0.3741,0.4054,0.4472,0.6115,-0.069,0.4986,2,59.5,loss
word_chain,wc_150,3283.5,1826490.0,0.6601,0.2998,0.7258,0.7289,0.4289,0.4289,0.2459,0.4706,0.8093,0.0674,0.5734,2,68.65,win
word_chain,wc_151,3800.0,2448202.5,0.3343,0.6664,0.4115,0.4588,0.1915,0.1915,0.3926,0.4215,0.3945,0.0928,0.337,1,37.32,loss
word_chain,wc_152,1853.4,1058018.6,0.6661,0.376,0.4274,0.6766,0.427,0.427,0.3544,0.6703,0.6552,-0.0229,0.6759,2,66.78,win
word_chain,wc_153,2400.2,221735.4,0.802,0.093,0.8767,0.8519,0.5136,0.5136,0.4812,0.6455,0.922,0.0423,0.9121,4,87.68,win
word_chain,wc_154,2490.6,307092.5,0.6036,0.3922,0.652,0.5848,0.5003,0.5003,0.6931,0.4773,0.6481,0.1014,0.6717,2,62.26,win
word_chain,wc_155,2439.7,573635.6,0.7166,0.2579,0.7281,0.7946,0.4333,0.4333,0.1631,0.6162,0.8227,0.0245,0.8656,3,76.51,win
word_chain,wc_156,4256.5,2128951.7,0.48,0.5107,0.2167,0.7208,0.4619,0.4619,0.398,0.5441,0.4819,-0.0169,0.6056,1,53.12,win
word_chain,wc_157,2216.7,1719545.4,0.82,0.1757,0.6466,0.8217,0.3684,0.3684,0.681,0.6872,0.9193,0.0677,0.823,4,84.7,win
word_chain,wc_158,2258.4,1027810.2,0.8099,0.0923,0.7127,0.5619,0.557,0.557,0.465,0.5998,0.8314,0.0174,0.7389,3,75.55,win
word_chain,wc_159,5201.9,1091939.0,0.3921,0.636,0.4002,0.4378,0.2023,0.2023,0.3232,0.4866,0.4607,0.0942,0.4318,1,39.75,loss
word_chain,wc_160,1728.8,1313732.0,0.9307,0.1212,0.7465,0.8267,0.4764,0.4764,0.4023,0.7195,0.9037,0.047,0.8773,4,91.18,win
word_chain,wc_161,3850.6,969893.3,0.4343,0.7494,0.4284,0.3955,0.3074,0.3074,0.5815,0.3577,0.496,0.0517,0.1662,1,41.92,loss
word_chain,wc_162,2065.5,1524522.3,0.8579,0.3323,0.8696,0.653,0.515,0.515,0.3757,0.5542,0.9117,0.0218,0.9155,4,86.11,win
word_chain,wc_163,2683.8,1208446.4,0.6538,0.312,0.3778,0.5145,0.3072,0.3072,0.2852,0.6252,0.6614,0.0042,0.7842,3,65.81,win
word_chain,wc_164,1909.6,1302239.8,0.7082,0.4089,0.5644,0.694,0.76,0.76,0.1417,0.7464,0.6467,-0.0186,0.74,3,71.04,win
