game,session_id,avg_decision_time,decision_time_variance,move_accuracy,error_rate,pattern_success_rate,consistency_score,optimal_play_rate,strategic_move_rate,strategic_depth,memory_accuracy,logical_reasoning,improvement_rate,win_rate,skill_tier,performance_score,outcome
checkers,ck_11,4762.4,281086.1,0.4576,0.5233,0.3728,0.4096,0.2954,0.2689,0.2644,0.3336,0.4773,0.0245,0.5371,0,35.61,win
checkers,ck_12,3479.5,1013995.6,0.653,0.3226,0.3632,0.6405,0.5628,0.5838,0.5578,0.5661,0.5044,0.0122,0.436,1,60.36,loss
checkers,ck_13,1576.6,1858041.4,0.9094,0.1748,0.8529,0.8695,0.7398,0.7564,0.9114,0.6119,0.8588,-0.0545,0.8978,4,87.67,win
checkers,ck_14,4585.1,258475.5,0.7389,0.1481,0.7013,0.9059,0.7803,0.8302,0.9115,0.6479,0.8368,-0.0642,0.9604,2,83.89,win
checkers,ck_15,2276.6,1221483.5,0.3723,0.6861,0.4427,0.5023,0.3464,0.318,0.4234,0.878,0.3548,-0.0441,0.3748,1,41.23,loss
checkers,ck_16,5922.5,371790.2,0.2784,0.6982,0.2436,0.2931,0.2406,0.3024,0.1479,0.4021,0.1958,0.0432,0.2227,0,23.0,loss
checkers,ck_17,2658.3,704994.6,0.5489,0.4205,0.4546,0.5711,0.4515,0.4154,0.4737,0.6363,0.4042,-0.007,0.6618,2,51.24,win
checkers,ck_18,5968.0,441831.6,0.4619,0.5377,0.2264,0.3415,0.3817,0.3397,0,0.4009,0.2443,0.0513,0.1499,0,26.41,loss
checkers,ck_19,4972.8,1173463.7,0.6083,0.3962,0.7772,0.5875,0.6221,0.612,0.6952,0.5473,0.6781,0.0124,0.7563,2,63.66,win
checkers,ck_20,2739.0,1576570.6,0.8687,0.189,0.5684,0.9252,0.8056,0.8344,0.7526,0.5125,0.761,-0.0003,0.6894,3,82.99,win
checkers,ck_21,3036.9,385774.2,0.733,0.2682,0.4529,0.8103,0.4769,0.4501,0.6399,0.4579,0.6145,-0.0107,0.8491,3,67.75,win
checkers,ck_22,2912.8,1870279.9,0.6285,0.4082,0.8356,0.7872,0.7072,0.6732,0.8298,0.4402,0.7027,0.0921,0.4778,3,74.25,loss
checkers,ck_23,2754.5,349976.9,0.7478,0.2074,0.5874,0.8493,0.7631,0.6943,0.7332,0.7625,0.6994,0.0749,0.5501,3,76.53,win
checkers,ck_24,3894.6,666381.2,0.3785,0.7052,0.4833,0.4131,0.3923,0.4341,0.4451,0.2052,0.5681,-0.0055,0.351,1,41.08,loss
checkers,ck_25,2794.6,730303.0,0.8533,0.2346,0.9092,0.8774,0.7248,0.7487,0.7547,0.5968,0.6404,-0.0176,0.6691,4,80.43,win
checkers,ck_26,4485.1,279451.6,0.4445,0.5527,0.3264,0.5051,0.3299,0.2491,0.332,0.3746,0.3462,0.0016,0.3338,1,40.01,loss
checkers,ck_27,4232.5,1403038.2,0.3498,0.6911,0.5497,0.3394,0.3599,0.385,0.4921,0.6707,0.2835,0.0653,0.3575,1,39.91,loss
checkers,ck_28,4256.3,1817184.5,0.4792,0.5724,0.3579,0.3544,0.3141,0.3259,0.3973,0.6654,0.4526,0.027,0.3921,1,40.08,loss
checkers,ck_29,4369.4,1029002.2,0.3335,0.7459,0.0769,0.2837,0.2189,0.2518,0.1091,0.5172,0.2748,0.0291,0.2455,0,22.78,loss
checkers,ck_30,3191.0,936520.5,0.5721,0.3728,0.6494,0.5492,0.6213,0.6242,0.5049,0.4293,0.5294,0.0652,0.7558,2,55.14,win
checkers,ck_31,4011.7,1283406.8,0.6435,0.3115,0.4446,0.6604,0.6779,0.6727,0.622,0.4024,0.7766,0.0109,0.4898,2,64.45,loss
checkers,ck_32,2772.9,658005.3,0.7094,0.2339,0.6152,0.6393,0.4891,0.4243,0.557,0.4719,0.4857,0.049,0.645,3,60.9,win
checkers,ck_33,4968.0,532643.6,0.5929,0.4348,0.246,0.4667,0.5106,0.5307,0.3471,0.4589,0.3562,-0.0561,0.5803,1,46.93,win
checkers,ck_34,3576.6,1532904.0,0.4343,0.517,0.4921,0.5302,0.4141,0.3161,0.4838,0.4549,0.5504,-0.0321,0.4284,2,46.78,loss
checkers,ck_35,5390.2,199887.9,0.585,0.4232,0.3524,0.4921,0.5064,0.5547,0.4204,0.6504,0.5554,-0.0206,0.5818,1,49.7,win
checkers,ck_36,5125.6,1689059.9,0.2994,0.7045,0.3489,0.2545,0.1733,0.2483,0.2163,0.6725,0.1727,0.0198,0.3476,0,24.24,loss
checkers,ck_37,4478.1,431907.3,0.2232,0.8355,0.0075,0.2066,0.1168,0,0,0.5289,0.122,0.0618,0.2953,0,12.58,loss
checkers,ck_38,3551.4,197505.1,0.7719,0.1979,0.4531,0.5837,0.7297,0.7906,0.581,0.4842,0.6675,-0.0028,0.7803,2,66.11,win
checkers,ck_39,2544.2,1970112.1,0.9279,0.1073,0.6816,0.823,0.8087,0.7122,0.8069,0.4551,0.7797,0.0275,0.7035,4,84.67,win
checkers,ck_40,2655.5,955651.2,0.7063,0.3755,0.4354,0.6309,0.6507,0.6334,0.4684,0.293,0.6024,0.0095,0.3118,2,59.96,loss
checkers,ck_41,3436.2,601147.4,0.3639,0.6416,0.3826,0.3942,0.4497,0.374,0.4444,0.6605,0.5672,-0.0336,0.4535,1,41.1,loss
checkers,ck_42,4786.8,1903915.8,0.515,0.5164,0.4772,0.5582,0.5851,0.532,0.592,0.5211,0.5578,0.0748,0.6245,1,56.11,win
checkers,ck_43,2934.5,1025531.9,0.467,0.4869,0.4979,0.507,0.4784,0.5539,0.5579,0.6858,0.4883,-0.0213,0.4896,2,50.85,loss
checkers,ck_44,2740.2,550311.6,0.8689,0.1688,0.6566,0.8072,0.7707,0.813,0.6594,0.4043,0.7102,-0.0439,0.7273,3,76.85,win
checkers,ck_45,2212.1,1173714.1,0.8737,0.1457,0.7931,0.8302,0.8672,0.8727,0.8297,0.9012,0.777,0.0133,0.7322,4,84.86,win
checkers,ck_46,2196.3,891308.8,0.7693,0.2054,0.5638,0.6314,0.7883,0.8261,0.5578,0.5389,0.4683,0.0704,0.6941,3,67.06,win
checkers,ck_47,4227.9,983451.8,0.4744,0.6762,0.4935,0.5326,0.2566,0.2018,0.3261,0.6803,0.4028,-0.0543,0.4901,0,40.15,loss
checkers,ck_48,1493.1,288870.0,0.9455,0.0023,0.7203,0.9228,0.8397,0.911,0.8462,0.5773,0.8686,0.0638,0.8185,4,89.04,win
checkers,ck_49,3167.0,1877286.6,0.6901,0.2348,0.5654,0.5066,0.6827,0.6422,0.5314,0.3439,0.4927,-0.0247,0.6455,2,59.67,win
checkers,ck_50,3934.2,1444507.3,0.5181,0.4949,0.8004,0.5259,0.482,0.4646,0.7071,0.6614,0.7164,0.0641,0.5485,2,58.04,win
checkers,ck_51,2857.7,1999209.0,0.6338,0.3845,0.5962,0.6027,0.6947,0.6721,0.575,0.3325,0.4103,0.0051,0.5135,2,61.61,win
checkers,ck_52,3950.4,766620.5,0.2148,0.6946,0.4487,0.2995,0.1475,0.1039,0.2544,0.5752,0.3293,-0.018,0.1146,0,23.55,loss
checkers,ck_53,6225.3,1102003.1,0.4027,0.5664,0.3759,0.3192,0.322,0.3626,0.3714,0.4716,0.4736,0.0784,0.3987,1,36.29,loss
checkers,ck_54,2631.4,1441762.6,0.6534,0.4107,0.3767,0.4952,0.5537,0.6142,0.4949,0.4293,0.6201,0.0978,0.7452,2,55.13,win
checkers,ck_55,2537.1,1071994.7,0.6786,0.3015,0.7101,0.8312,0.6369,0.608,0.5539,0.6907,0.6978,0.0101,0.4764,2,65.92,loss
checkers,ck_56,4549.9,1611511.4,0.2386,0.8246,0.6804,0.2214,0.1719,0.1666,0.5422,0.409,0.4891,-0.0603,0.5312,1,33.14,win
checkers,ck_57,3180.5,1155345.6,0.5463,0.5171,0.5587,0.6461,0.5664,0.6163,0.585,0.6571,0.5078,-0.0139,0.5769,2,58.28,win
checkers,ck_58,4678.2,1668383.0,0.3568,0.7292,0.4452,0.4987,0.2809,0.1932,0.3578,0.6453,0.2826,0.0664,0.3718,1,37.41,loss
checkers,ck_59,7169.3,435568.3,0.3477,0.578,0.2763,0.2026,0.097,0.1184,0.1164,0.6172,0.1257,-0.0836,0.3359,0,20.01,loss
checkers,ck_60,5667.2,216413.3,0.3444,0.5771,0.3187,0.411,0.26,0.3327,0.349,0.1962,0.3723,0.0714,0.4362,1,34.67,loss
checkers,ck_61,1833.3,1622865.4,0.8787,0.1305,0.6658,0.7547,0.705,0.7317,0.9529,0.4738,0.9055,0.0096,0.926,4,85.38,win
checkers,ck_62,5693.4,1003127.3,0.3198,0.6507,0.3326,0.4212,0.1659,0.1405,0.1233,0.4566,0.2579,0.0192,0.354,0,24.82,loss
checkers,ck_63,5190.9,1713812.3,0.1069,0.8668,0.4087,0.1421,0.0851,0.0477,0.3224,0.5521,0.2216,0.0324,0.3653,0,18.61,loss
checkers,ck_64,1262.9,1527637.4,0.7498,0.1791,0.8074,0.6061,0.5642,0.5306,0.5605,0.4081,0.4998,0.0721,0.6655,2,62.7,win
checkers,ck_65,3830.4,1700923.7,0.5735,0.3614,0.6963,0.5111,0.4465,0.3947,0.6177,0.2836,0.5713,-0.0399,0.4205,2,55.74,loss
checkers,ck_66,2360.1,1947255.7,0.7205,0.2406,0.5526,0.6921,0.5639,0.5328,0.511,0.6379,0.6399,-0.0668,0.55,2,61.8,win
checkers,ck_67,1719.6,1741260.1,0.9091,0.1012,0.5585,0.808,0.8938,0.9788,0.7135,0.8024,0.883,0.002,0.4731,3,81.81,loss
checkers,ck_68,2016.9,1889540.0,0.8351,0.1568,0.7451,0.7311,0.7162,0.6502,0.886,0.3587,0.7039,0.0427,0.8344,4,81.43,win
checkers,ck_69,6231.4,1900583.8,0.2476,0.7345,0.4642,0.4398,0.3193,0.2964,0.3459,0.5448,0.295,0.0044,0.4471,0,33.12,loss
checkers,ck_70,3787.2,333190.0,0.3078,0.7136,0.1123,0.3137,0.1552,0.1953,0.291,0.6282,0.3637,-0.0209,0.3464,0,28.02,loss
checkers,ck_71,1080.5,886558.3,0.8898,0.1529,0.7559,0.8815,0.7723,0.7146,0.9171,0.4804,0.9419,0.0275,0.8702,4,88.01,win
checkers,ck_72,2291.0,1565541.1,0.7931,0.1545,0.5983,0.8473,0.6409,0.6669,0.6068,0.4777,0.6243,0.0274,0.7272,3,71.59,win
checkers,ck_73,2836.7,197693.3,0.7998,0.198,0.5956,0.7676,0.7209,0.7486,0.6986,0.6963,0.7628,0.0904,0.7158,3,74.61,win
checkers,ck_74,6057.0,1082101.6,0.5354,0.4912,0.3836,0.3523,0.2793,0.2922,0.3723,0.494,0.3957,0.0312,0.4531,1,40.33,loss
checkers,ck_75,1306.2,285957.8,0.6879,0.3456,0.7422,0.7831,0.5588,0.6029,0.7851,0.5201,0.5524,0.0679,0.7558,3,72.16,win
checkers,ck_76,4484.4,1727666.6,0.5178,0.4689,0.3053,0.5274,0.2455,0.2651,0.2278,0.6362,0.4431,-0.0199,0.2592,0,37.74,loss
checkers,ck_77,2873.5,432382.0,0.8456,0.1995,0.6973,0.6996,0.7882,0.8179,0.7391,0.3749,0.7078,0.0332,0.7165,3,77.05,win
checkers,ck_78,2722.9,1380880.0,0.7799,0.1289,0.6289,0.6433,0.6237,0.6068,0.75,0.5973,0.7878,0.0201,0.5107,3,71.87,win
checkers,ck_79,2330.2,1560820.4,0.7386,0.3141,0.8706,0.7682,0.706,0.7296,0.8262,0.3814,0.8105,-0.0449,0.6445,3,77.03,win
checkers,ck_80,2149.2,721621.7,0.7365,0.2166,0.7939,0.9332,0.7448,0.7102,0.8659,0.7117,0.8432,0.0176,0.7503,3,82.24,win
checkers,ck_81,3333.9,1484952.5,0.7272,0.3279,0.6339,0.8101,0.6401,0.6911,0.646,0.6213,0.6142,0.0287,0.5216,3,70.23,win
checkers,ck_82,4173.7,360562.4,0.3728,0.5767,0.5096,0.349,0.2225,0.2273,0.3054,0.7489,0.3256,-0.0095,0.4061,0,32.19,loss
checkers,ck_83,4269.9,757026.4,0.6324,0.3817,0.4243,0.5421,0.4596,0.4923,0.4022,0.5875,0.521,0.0862,0.5219,2,50.79,win
checkers,ck_84,2606.9,1744903.5,0.5866,0.4132,0.314,0.4985,0.423,0.4117,0.2862,0.5397,0.5768,-0.0264,0.3893,1,43.93,loss
checkers,ck_85,3327.2,600135.5,0.7796,0.2262,0.4983,0.7586,0.7526,0.6549,0.6856,0.6522,0.8265,-0.0213,0.6215,3,73.84,win
checkers,ck_86,4197.5,1665054.9,0.5646,0.4617,0.4032,0.4594,0.2552,0.2485,0.3663,0.6962,0.3638,0.0317,0.405,1,42.78,loss
checkers,ck_87,5612.4,1859685.4,0.5041,0.423,0.5104,0.5016,0.2358,0.2388,0.2942,0.3366,0.3832,-0.0322,0.3633,0,38.99,loss
checkers,ck_88,3675.4,986040.6,0.5142,0.5011,0.6299,0.4877,0.5099,0.5267,0.6424,0.494,0.5208,0.0907,0.6287,2,55.31,win
checkers,ck_89,4429.4,1355899.3,0.1723,0.7884,0.445,0.1682,0.2821,0.1794,0.3793,0.5849,0.1907,0.0003,0.423,0,26.04,loss
checkers,ck_90,5239.2,1117083.9,0.4977,0.4751,0.3447,0.4605,0.4544,0.4877,0.4433,0.5615,0.3857,0.041,0.5575,1,46.47,win
checkers,ck_91,3058.7,1364643.6,0.5293,0.4198,0.347,0.4469,0.494,0.5361,0.3236,0.7351,0.3757,0.0876,0.3283,1,43.55,loss
checkers,ck_92,2962.3,1614574.6,0.4526,0.6535,0.3019,0.4018,0.2111,0.1448,0.3521,0.6357,0.3686,0.043,0.2845,1,37.1,loss
checkers,ck_93,1947.1,1049601.2,0.6386,0.3495,0.6919,0.5794,0.5711,0.5951,0.7114,0.8552,0.7118,0.0232,0.6938,3,64.21,win
checkers,ck_94,5798.0,450157.3,0.3041,0.6018,0.3246,0.3317,0.1916,0.2645,0.2758,0.607,0.3596,0.0536,0.1822,0,28.28,loss
checkers,ck_95,2036.5,722515.6,0.834,0.2059,0.7925,0.7862,0.6935,0.7745,0.7634,0.5585,0.6645,0.0362,0.634,3,77.87,win
checkers,ck_96,3464.6,406037.3,0.9032,0.0914,0.6585,0.7531,0.4821,0.4597,0.5891,0.2538,0.7331,0.02,0.8401,3,70.01,win
checkers,ck_97,3463.7,1900864.5,0.7475,0.1721,0.7951,0.6743,0.6229,0.7304,0.6849,0.6286,0.7368,0.0277,0.7808,3,69.23,win
checkers,ck_98,3766.7,1614054.2,0.4855,0.514,0.4495,0.5486,0.5978,0.6182,0.4326,0.3159,0.5168,0.0413,0.5298,1,49.65,win
checkers,ck_99,2619.5,1126377.3,0.7188,0.2288,0.6452,0.7254,0.6359,0.7308,0.7055,0.427,0.566,0.0453,0.7227,3,70.3,win
checkers,ck_100,4801.0,415617.2,0.5108,0.436,0.639,0.6396,0.4433,0.4381,0.4997,0.4892,0.4438,-0.0299,0.5636,1,52.26,win
checkers,ck_101,6828.3,1019749.9,0.554,0.5155,0.3909,0.5531,0.1474,0.1405,0.2721,0.4502,0.3044,-0.0541,0.2184,1,39.41,loss
checkers,ck_102,3588.3,1654991.4,0.498,0.5693,0.4288,0.4262,0.4724,0.4277,0.5754,0.5518,0.6413,0.0515,0.6842,1,50.69,win
checkers,ck_103,3608.9,1876736.3,0.4869,0.4964,0.3926,0.5074,0.438,0.4524,0.5024,0.5417,0.5048,-0.0997,0.4667,2,48.91,loss
checkers,ck_104,3771.9,1525119.3,0.7873,0.2565,0.3359,0.7172,0.5919,0.6144,0.5465,0.7322,0.5007,0.0512,0.5727,2,65.97,win
checkers,ck_105,2430.4,744241.1,0.8814,0.0909,0.565,0.863,0.8608,0.8931,0.8114,0.3308,0.8453,0.0715,0.848,4,85.01,win
checkers,ck_106,4156.1,1903623.1,0.4167,0.5401,0.4242,0.5506,0.1641,0.306,0.3158,0.9147,0.3301,0.0708,0.4577,1,37.03,loss
checkers,ck_107,5030.8,858280.6,0.3369,0.655,0.3542,0.2776,0.3766,0.3807,0.4476,0.359,0.4332,-0.0297,0.3579,1,36.97,loss
checkers,ck_108,3585.8,1073231.3,0.5895,0.3454,0.5805,0.5169,0.5156,0.485,0.6415,0.66,0.7105,-0.019,0.6761,2,58.21,win
checkers,ck_109,5319.9,973455.7,0.5885,0.4106,0.3668,0.6015,0.5638,0.632,0.393,0.5953,0.2989,0.0716,0.5719,1,51.9,win
checkers,ck_110,3488.4,1091198.1,0.827,0.1978,0.5089,0.874,0.6454,0.5342,0.6887,0.2971,0.6191,0.0394,0.7525,3,76.07,win
checkers,ck_111,4414.3,1479908.9,0.3232,0.6608,0.2095,0.3542,0.238,0.2243,0.2558,1,0.1853,-0.0476,0.3041,0,29.3,loss
checkers,ck_112,2389.3,1937589.5,0.8558,0.1016,0.705,0.8057,0.8929,0.8325,0.9117,0.4268,0.8214,-0.0602,0.8973,3,87.09,win
checkers,ck_113,6041.2,1324855.6,0.3986,0.6393,0.2645,0.3578,0.474,0.4354,0.291,0.4061,0.3786,0.0004,0.3596,0,36.41,loss
checkers,ck_114,5666.1,1676687.1,0.4553,0.6486,0.47,0.4749,0.3214,0.2544,0.2844,0.3386,0.4138,0.032,0.4013,1,37.93,loss
checkers,ck_115,3588.3,1638673.1,0.5527,0.3957,0.355,0.4477,0.3988,0.3691,0.4214,0.4537,0.5572,0.0066,0.4125,2,46.27,loss
checkers,ck_116,4693.3,391917.4,0.3975,0.6059,0.3413,0.3392,0.3131,0.2333,0.3501,0.1867,0.5189,-0.0153,0.4923,0,35.66,loss
checkers,ck_117,4505.9,755756.3,0.4965,0.5261,0.4713,0.4251,0.3321,0.3071,0.3228,0.4337,0.4239,-0.0106,0.3871,1,39.68,loss
checkers,ck_118,2284.6,243499.7,0.761,0.2393,0.6216,0.8845,0.4215,0.417,0.6238,0.6366,0.6688,-0.0627,0.6606,3,68.68,win
checkers,ck_119,3987.0,510112.3,0.6428,0.3137,0.3411,0.6595,0.4993,0.4517,0.4281,0.614,0.4153,0.0052,0.5155,2,54.94,win
checkers,ck_120,4705.5,1546685.6,0.5393,0.4555,0.7247,0.7004,0.3807,0.4357,0.5573,0.8006,0.4457,0.035,0.6519,2,55.4,win
checkers,ck_121,3048.2,1982639.1,0.6352,0.4139,0.6079,0.5065,0.4875,0.4831,0.6021,0.4417,0.5657,0.0177,0.5108,2,57.57,win
checkers,ck_122,4283.6,1491849.8,0.3713,0.5879,0.383,0.4411,0.2659,0.1419,0.4582,0.3656,0.3128,0.0165,0.4103,1,39.99,loss
checkers,ck_123,3671.9,423385.1,0.5841,0.3511,0.5245,0.5978,0.6344,0.6962,0.7211,0.3034,0.5458,0.0157,0.5991,2,64.23,win
checkers,ck_124,1910.7,265220.4,0.8862,0.1402,0.6686,0.815,0.8223,0.7111,0.8775,0.3246,0.9334,0.0376,0.8575,4,85.93,win
checkers,ck_125,4259.5,1432629.6,0.376,0.6524,0.3372,0.4388,0.2386,0.3068,0.336,0.2882,0.3435,-0.0001,0.3431,1,35.39,loss
checkers,ck_126,5328.4,1621499.9,0.4545,0.5384,0.4495,0.4095,0.3411,0.2992,0.3333,0.7842,0.2779,0.017,0.4656,1,38.61,loss
checkers,ck_127,4328.7,624421.4,0.8121,0.0749,0.3144,0.6634,0.5149,0.5918,0.3463,0.6333,0.4522,-0.0066,0.5721,2,57.47,win
checkers,ck_128,4219.7,914607.5,0.5569,0.4956,0.595,0.5405,0.5073,0.4534,0.6909,0.4625,0.6146,0.0162,0.5541,2,59.31,win
checkers,ck_129,3353.4,1344911.1,0.7633,0.2147,0.6433,0.905,0.6573,0.662,0.8211,0.4703,0.8403,0.0345,0.7101,3,79.6,win
checkers,ck_130,5130.7,1066460.2,0.5849,0.3723,0.6099,0.5941,0.5307,0.6309,0.3936,0.4973,0.5421,0.1143,0.3922,2,51.17,loss
checkers,ck_131,1826.5,1724460.5,0.8752,0.1149,0.7537,0.9027,0.8875,0.8832,0.8749,0.5135,0.6487,-0.0057,0.8131,4,88.24,win
checkers,ck_132,5464.8,1809529.1,0.4634,0.5687,0.1893,0.4085,0.2323,0.1975,0.3079,0.7636,0.4449,0.0424,0.302,0,36.33,loss
checkers,ck_133,6173.2,1487332.7,0.283,0.7512,0.381,0.2862,0.2412,0.3246,0.2189,0.4638,0.3313,0.0781,0.3112,0,25.49,loss
checkers,ck_134,3215.0,695819.6,0.6391,0.4087,0.5641,0.4425,0.5382,0.4969,0.5964,0.7246,0.7314,-0.0011,0.5478,2,56.97,win
checkers,ck_135,4520.4,1546268.2,0.5134,0.4546,0.357,0.3755,0.2798,0.2625,0.3448,0.6109,0.4228,0.0316,0.4137,0,39.18,loss
checkers,ck_136,3237.3,365044.0,0.5814,0.4116,0.4919,0.4696,0.4651,0.4526,0.5384,0.6604,0.5018,0.0346,0.6751,2,52.66,win
checkers,ck_137,4121.2,1660438.5,0.3358,0.6815,0.2072,0.2454,0.0542,0.0755,0.0685,0.3515,0.1784,0.0186,0.1303,0,18.19,loss
checkers,ck_138,8000,1959916.6,0.3861,0.6096,0.4087,0.5197,0.3653,0.3755,0.2297,0.2462,0.3199,-0.0054,0.2634,0,35.5,loss
checkers,ck_139,2323.5,1143928.2,0.9479,0.0252,0.5725,0.809,0.6792,0.6614,0.7954,0.5769,0.7827,-0.0435,0.7682,4,82.64,win
checkers,ck_140,4052.3,1884209.2,0.4805,0.5909,0.411,0.37,0.4356,0.4019,0.4214,0.5991,0.4105,0.0169,0.4124,1,43.1,loss
checkers,ck_141,2879.4,1520001.0,0.8263,0.1678,0.615,0.7361,0.759,0.7732,0.6008,0.4546,0.6511,-0.0039,0.7129,3,71.92,win
checkers,ck_142,3673.9,708264.2,0.4543,0.5447,0.2971,0.5014,0.3508,0.412,0.4223,0.3834,0.4068,0.0565,0.5657,1,43.7,win
checkers,ck_143,6451.4,1391983.7,0.5137,0.4536,0.3483,0.5702,0.3284,0.3543,0.3889,0.4381,0.6253,0.0278,0.3756,1,45.35,loss
checkers,ck_144,3525.1,1940404.4,0.6984,0.245,0.5066,0.6908,0.554,0.4667,0.6075,0.4016,0.7125,-0.0001,0.6034,2,64.34,win
checkers,ck_145,6211.3,1766197.8,0.6181,0.3364,0.5473,0.6608,0.5088,0.5456,0.4417,0.3191,0.4503,0.0457,0.6807,1,54.85,win
checkers,ck_146,3168.3,1036003.6,0.727,0.2401,0.5896,0.6902,0.8063,0.7571,0.6348,0.8971,0.8822,0.0225,0.7807,3,69.92,win
checkers,ck_147,4656.3,1965439.1,0.4156,0.5361,0.4866,0.3783,0.4045,0.4643,0.5091,0.5012,0.4437,-0.0551,0.5063,1,43.92,win
checkers,ck_148,1738.7,760250.8,0.9175,0.0689,0.7958,0.8887,0.8891,0.8629,0.8345,0.5427,0.786,-0.0351,0.9305,4,87.84,win
checkers,ck_149,3431.6,1482580.0,0.4945,0.5982,0.4451,0.5981,0.3845,0.3863,0.4643,0.4123,0.4905,-0.069,0.4999,2,48.81,loss
checkers,ck_150,5014.5,1458263.7,0.5929,0.4275,0.4695,0.6761,0.5151,0.4638,0.5281,0.4091,0.5766,0.0674,0.5552,2,57.52,win
checkers,ck_151,3645.4,1958336.8,0.38,0.5816,0.3543,0.356,0.2945,0.2921,0.2906,0.4779,0.2753,0.0928,0.3879,1,33.11,loss
checkers,ck_152,3781.7,840145.4,0.4142,0.5998,0.6406,0.5172,0.3124,0.2972,0.6258,0.65,0.541,-0.0229,0.5878,2,49.36,win
checkers,ck_153,2336.1,167482.8,0.955,0,0.6357,0.9724,0.8951,0.9222,0.8815,0.4834,0.8397,0.0423,0.9382,4,92.38,win
checkers,ck_154,3724.7,236139.6,0.4938,0.4887,0.5492,0.4964,0.5166,0.6143,0.5777,0.3894,0.6139,0.1014,0.6313,2,52.71,win
checkers,ck_155,3270.0,450533.0,0.752,0.2292,0.6088,0.8147,0.6581,0.5792,0.7009,0.5358,0.6705,0.0245,0.8705,3,73.26,win
checkers,ck_156,4519.3,1701548.1,0.4257,0.5469,0.4684,0.5749,0.1849,0.1842,0.4715,0.5532,0.5415,-0.0169,0.603,1,43.54,win
checkers,ck_157,2314.1,1372243.0,0.9321,0.0753,0.7055,0.9425,0.6691,0.7628,0.8013,0.594,0.7006,0.0677,0.8646,4,84.9,win
checkers,ck_158,3335.7,815847.4,0.7278,0.3372,0.5264,0.6129,0.6334,0.6551,0.7124,0.5042,0.7644,0.0174,0.729,3,68.53,win
checkers,ck_159,4306.7,867429.2,0.5202,0.4861,0.3806,0.4244,0.314,0.2884,0.2793,0.5823,0.3237,0.0942,0.529,1,38.58,win
checkers,ck_160,2189.6,1045827.9,0.8711,0.1717,0.869,0.8966,0.7805,0.7812,0.9345,0.5626,0.7953,0.047,0.8576,4,88.48,win
checkers,ck_161,4659.6,769262.0,0.3851,0.6373,0.5932,0.3069,0.2596,0.3201,0.3051,0.3735,0.3724,0.0517,0.1945,1,32.26,loss
checkers,ck_162,2253.3,1215376.7,0.9132,0.0759,1,0.7864,0.8813,0.8732,0.8988,0.336,0.8317,0.0218,0.9218,4,87.8,win
checkers,ck_163,2060.1,961141.7,0.7845,0.1893,0.5897,0.6114,0.4798,0.4416,0.6892,0.5562,0.5769,0.0042,0.838,3,67.08,win
checkers,ck_164,1950.1,1036584.2,0.6813,0.319,0.8167,0.6876,0.6073,0.5212,0.7432,0.7056,0.9191,-0.0186,0.7392,3,69.31,win
checkers,ck_165,2095.6,806766.3,0.8215,0.1328,0.6676,0.8758,0.728,0.7119,0.8476,0.2819,0.8189,0.0127,0.7436,4,82.75,win
checkers,ck_166,2017.5,1214185.5,0.8346,0.0355,0.7496,0.7946,0.7512,0.8109,0.8478,0.4767,0.7043,-0.0176,0.8063,4,81.87,win
