game,session_id,avg_decision_time,decision_time_variance,move_accuracy,error_rate,pattern_success_rate,consistency_score,optimal_play_rate,strategic_move_rate,strategic_depth,memory_accuracy,logical_reasoning,improvement_rate,win_rate,skill_tier,performance_score,outcome
memory_match,mm_41,3545.0,135949.8,0.5332,0.447,0.5397,0.5029,0.4202,0.4202,0.4219,0.6226,0.5514,0.0072,0.6372,2,56.68,win
memory_match,mm_42,2183.2,1477382.1,0.8047,0.1465,0.9616,0.71,0.3092,0.3092,0.3274,0.8369,0.8114,0.018,0.6883,4,85.06,win
memory_match,mm_43,2928.8,1260190.2,0.4949,0.4508,0.6863,0.6725,0.4735,0.4735,0.2576,0.5596,0.5937,0.0187,0.3445,2,61.91,loss
memory_match,mm_44,2414.6,221328.1,0.7156,0.1635,0.7856,0.6543,0.4267,0.4267,0.2906,0.842,0.8016,-0.0305,0.7286,3,78.7,win
memory_match,mm_45,2974.4,1332448.0,0.6755,0.415,0.5376,0.5976,0.3866,0.3866,0.3628,0.5994,0.5051,0.0203,0.4028,2,57.91,loss
memory_match,mm_46,5364.4,410235.0,0.3552,0.5334,0.2784,0.4293,0.1418,0.1418,0.2293,0.3901,0.3621,0.013,0.2815,0,37.21,loss
memory_match,mm_47,2650.8,268918.2,0.4823,0.392,0.6206,0.6089,0.3321,0.3321,0.4361,0.5701,0.6191,0.0371,0.5033,2,59.68,win
memory_match,mm_48,3053.4,418476.4,0.6802,0.2098,0.6241,0.5736,0.3804,0.3804,0.2194,0.6549,0.635,0.0455,0.5312,2,64.29,win
memory_match,mm_49,3211.8,903689.9,0.5592,0.4054,0.8674,0.575,0.1964,0.1964,0.4436,0.6652,0.7391,-0.0123,0.5528,2,70.08,win
memory_match,mm_50,5103.9,525369.7,0.6935,0.2858,0.266,0.6325,0.4113,0.4113,0.2772,0.7257,0.4888,0.0715,0.6307,1,56.8,win
memory_match,mm_51,1805.7,527532.3,0.732,0.1701,0.6624,0.7911,0.6608,0.6608,0.3331,0.7785,0.5479,-0.0098,0.5282,3,75.13,win
memory_match,mm_52,2389.6,507763.0,0.8366,0.1941,0.7785,0.7594,0.5023,0.5023,0.3065,0.8317,0.6749,0.0464,0.6835,3,79.87,win
memory_match,mm_53,1769.1,862387.3,0.9018,0.0435,0.7847,0.7183,0.6389,0.6389,0.1959,0.9045,0.7424,-0.0225,0.5486,3,83.65,win
memory_match,mm_54,2630.6,800661.0,0.8365,0.1592,0.7029,0.6665,0.6016,0.6016,0.4085,0.8234,0.6613,-0.0609,0.6178,3,75.76,win
memory_match,mm_55,4697.1,1499401.4,0.3812,0.7408,0.3365,0.4311,0,0,0.2549,0.3516,0.3179,0.0151,0.2113,0,35.37,loss
memory_match,mm_56,4373.2,566631.8,0.2929,0.7058,0.1709,0.4424,0.1255,0.1255,0.2229,0.3544,0.3306,0.0501,0.1886,0,31.09,loss
memory_match,mm_57,4271.4,1458258.6,0.4478,0.6208,0.3727,0.3293,0.1613,0.1613,0.2659,0.3269,0.425,-0.0096,0.3296,1,34.63,loss
memory_match,mm_58,1381.6,1398741.9,0.8093,0.1984,0.8469,0.6691,0.3997,0.3997,0.1808,0.8657,0.8013,0.0784,0.5493,4,81.44,win
memory_match,mm_59,6850.7,1378101.8,0.4289,0.5311,0.277,0.483,0.5051,0.5051,0.2602,0.4087,0.4473,0.0106,0.3389,0,39.0,loss
memory_match,mm_60,2508.1,811537.2,0.6201,0.2263,0.6862,0.7208,0.5183,0.5183,0.305,0.653,0.5549,0.0903,0.6674,3,68.86,win
memory_match,mm_61,4706.0,1498463.3,0.4446,0.6549,0.3497,0.3656,0.1776,0.1776,0.2263,0.3626,0.4471,0.0074,0.2938,1,35.76,loss
memory_match,mm_62,4233.2,161106.2,0.5481,0.4504,0.4938,0.5325,0.224,0.224,0.2578,0.5787,0.5294,0.0988,0.4578,2,54.11,loss
memory_match,mm_63,1943.0,1317580.4,0.6845,0.3312,0.8275,0.4054,0.2595,0.2595,0.3008,0.655,0.7093,0.0603,0.4475,3,65.82,loss
memory_match,mm_64,3799.6,1292471.4,0.5357,0.5507,0.4769,0.5479,0.2799,0.2799,0.3892,0.4957,0.4616,-0.0242,0.5153,2,49.59,win
memory_match,mm_65,3981.8,1496396.3,0.3792,0.6769,0.5955,0.227,0.0519,0.0519,0.3084,0.3415,0.4175,0.0291,0.1665,1,39.3,loss
memory_match,mm_66,3988.0,843632.8,0.2983,0.7767,0.1556,0.3204,0.0489,0.0489,0.3238,0.2146,0.2224,0.0459,0.0093,0,21.89,loss
memory_match,mm_67,5923.4,457457.4,0.4158,0.5951,0.5463,0.4095,0.1829,0.1829,0.2711,0.4286,0.511,0.1022,0.3536,1,45.77,loss
memory_match,mm_68,1589.3,638570.5,0.8262,0.0756,0.8284,0.6736,0.567,0.567,0.2325,0.8871,0.7991,0.008,0.6365,4,83.05,win
memory_match,mm_69,1542.6,1142536.4,0.5875,0.3204,0.4579,0.8225,0.2554,0.2554,0.2328,0.6577,0.4957,0.0821,0.5676,2,63.29,win
memory_match,mm_70,3174.4,1273672.0,0.609,0.3393,0.6413,0.5841,0.327,0.327,0.1909,0.7177,0.6226,-0.0277,0.4244,2,66.24,loss
memory_match,mm_71,3226.9,285023.7,0.424,0.5413,0.7005,0.4336,0.2954,0.2954,0.3449,0.494,0.5674,-0.0734,0.3299,2,54.04,loss
memory_match,mm_72,2817.9,297059.8,0.8422,0.1991,0.5918,0.5738,0.3958,0.3958,0.298,0.8112,0.7355,0.098,0.843,2,69.69,win
memory_match,mm_73,3797.2,1041959.7,0.7135,0.2553,0.7237,0.6009,0.3409,0.3409,0.2838,0.7468,0.6734,0.0051,0.4804,3,71.05,loss
memory_match,mm_74,2412.3,1373142.7,0.7637,0.1417,0.7518,0.7977,0.4535,0.4535,0.3609,0.8156,0.8065,0.0588,0.6195,3,79.72,win
memory_match,mm_75,6303.9,1140396.2,0.435,0.5735,0.2718,0.4646,0.1255,0.1255,0.2649,0.447,0.3914,0.0693,0.3229,0,39.59,loss
memory_match,mm_76,2927.3,1297630.3,0.7952,0.2404,0.8254,0.5638,0.5157,0.5157,0.3942,0.8268,0.6458,0.0642,0.7849,3,76.7,win
memory_match,mm_77,4153.4,998386.3,0.6651,0.3309,0.5869,0.6982,0.3018,0.3018,0.4348,0.7389,0.6358,0.0232,0.5792,2,67.82,win
memory_match,mm_78,2759.2,1360743.4,0.7179,0.1844,0.7223,0.7024,0.6663,0.6663,0.3429,0.7817,0.6823,0.0499,0.823,3,75.14,win
memory_match,mm_79,6020.1,553280.0,0.4164,0.655,0.3554,0.5022,0.2304,0.2304,0.3028,0.3535,0.348,0.036,0.312,0,38.3,loss
memory_match,mm_80,2365.0,1313773.3,0.6324,0.3486,0.6127,0.5663,0.3838,0.3838,0.0589,0.6494,0.6854,0.0488,0.4098,3,62.2,loss
memory_match,mm_81,2223.8,951616.4,0.752,0,0.9056,0.8454,0.5723,0.5723,0.3134,0.8926,0.8297,0.0594,0.7462,4,89.78,win
memory_match,mm_82,3314.3,1176547.8,0.5502,0.4542,0.7229,0.4412,0.43,0.43,0.4263,0.5654,0.6747,-0.0163,0.4396,2,58.59,loss
memory_match,mm_83,3585.8,313694.5,0.5156,0.462,0.6902,0.581,0.2997,0.2997,0.3593,0.5816,0.5779,0.0432,0.4479,2,60.97,loss
memory_match,mm_84,2624.6,1031476.7,0.6569,0.1669,0.7397,0.6173,0.4523,0.4523,0.2172,0.81,0.7465,0.056,0.6484,3,75.27,win
memory_match,mm_85,3163.9,1283522.8,0.556,0.398,0.7286,0.6676,0.3791,0.3791,0.4422,0.619,0.6736,-0.0157,0.6206,3,65.99,win
memory_match,mm_86,2234.4,352582.5,0.6597,0.2351,0.7824,0.5658,0.4686,0.4686,0.5269,0.718,0.7255,0.0023,0.5492,2,71.15,win
memory_match,mm_87,6114.4,401186.0,0.388,0.6267,0.4577,0.4097,0.4132,0.4132,0.4102,0.4178,0.4701,-0.002,0.3783,1,42.37,loss
memory_match,mm_88,3136.4,779926.4,0.4667,0.5402,0.4116,0.5228,0.1806,0.1806,0.1895,0.4693,0.4364,0.0883,0.3008,1,46.17,loss
memory_match,mm_89,2900.2,939054.9,0.7266,0.1233,0.8056,0.8298,0.5779,0.5779,0.3124,0.8028,0.7578,0.0638,0.6463,3,81.64,win
memory_match,mm_90,4966.7,1228680.3,0.5455,0.4189,0.4441,0.5341,0.4366,0.4366,0.1862,0.55,0.3924,0.0299,0.6189,1,51.82,win
memory_match,mm_91,7738.4,129199.2,0.492,0.4926,0.3265,0.3761,0.2192,0.2192,0.23,0.437,0.4066,-0.0026,0.5099,0,39.87,win
memory_match,mm_92,2131.9,566296.1,0.7593,0.3059,0.7641,0.687,0.4414,0.4414,0.2008,0.7607,0.6934,0.0639,0.6674,2,74.03,win
memory_match,mm_93,3330.0,376180.5,0.4161,0.5845,0.2864,0.5725,0.2773,0.2773,0.1333,0.4541,0.4075,-0.0241,0.2619,0,42.36,loss
memory_match,mm_94,4581.1,1309945.6,0.684,0.2194,0.4325,0.6637,0.3765,0.3765,0.4146,0.7261,0.4879,-0.0121,0.541,2,63.1,win
memory_match,mm_95,4706.0,1264375.3,0.3446,0.648,0.3302,0.3932,0.1527,0.1527,0.296,0.309,0.3629,0.1008,0.3398,0,33.65,loss
memory_match,mm_96,2106.7,765880.6,0.6817,0.1887,0.6511,0.6902,0.4818,0.4818,0.1268,0.7086,0.6127,0.0013,0.5878,3,69.8,win
memory_match,mm_97,6239.2,831847.2,0.39,0.6386,0.2457,0.3229,0.1279,0.1279,0.3667,0.379,0.3571,0.051,0.3844,0,32.6,loss
memory_match,mm_98,4894.3,1019189.7,0.388,0.5616,0.3059,0.4288,0.3385,0.3385,0.4248,0.4236,0.363,0.0927,0.508,1,39.08,win
memory_match,mm_99,4116.6,533414.6,0.3329,0.597,0.4226,0.5907,0.0373,0.0373,0.2054,0.3872,0.3611,-0.0206,0.4337,1,44.01,loss
memory_match,mm_100,1676.3,399869.7,0.5903,0.2804,0.7414,0.5317,0.4685,0.4685,0.216,0.7077,0.6625,0.0492,0.6754,3,68.38,win
memory_match,mm_101,4708.1,571470.1,0.4831,0.5497,0.4805,0.4433,0.2983,0.2983,0.1118,0.4627,0.4698,0.0322,0.3175,1,46.29,loss
memory_match,mm_102,5785.7,498899.1,0.4889,0.4474,0.4741,0.6126,0.4391,0.4391,0.1727,0.5988,0.5209,0.0732,0.4781,1,55.95,loss
memory_match,mm_103,3035.3,494480.4,0.4395,0.3774,0.7693,0.558,0.4353,0.4353,0.479,0.5408,0.6415,-0.0061,0.5154,2,62.1,win
memory_match,mm_104,1143.5,499088.2,0.8783,0,0.9094,0.7028,0.5464,0.5464,0.2562,0.9367,0.891,-0.0343,0.7559,4,88.8,win
memory_match,mm_105,2057.9,802810.0,0.8216,0.0956,0.9314,0.7334,0.5488,0.5488,0.328,0.8602,0.8265,0.0415,1,4,86.06,win
memory_match,mm_106,4825.8,1087750.6,0.6206,0.2462,0.527,0.6705,0.6197,0.6197,0.2568,0.7275,0.5727,0.0094,0.5723,1,65.86,win
memory_match,mm_107,5429.4,166849.2,0.3058,0.6228,0.4897,0.3584,0.1919,0.1919,0.2916,0.3533,0.4919,-0.0323,0.3684,0,39.76,loss
memory_match,mm_108,4474.7,683194.6,0.748,0.1799,0.5851,0.6623,0.573,0.573,0.3657,0.8165,0.6096,0.0104,0.6315,2,71.66,win
memory_match,mm_109,2245.3,1473455.2,0.6564,0.0713,0.9102,0.7563,0.3895,0.3895,0.2668,0.8818,0.8329,0.0298,0.7236,4,86.99,win
memory_match,mm_110,3172.6,1190799.6,0.6037,0.2482,0.6548,0.6383,0.4588,0.4588,0.4208,0.7071,0.6516,0.0071,0.4153,3,68.21,loss
memory_match,mm_111,3595.2,1406719.4,0.6563,0.312,0.5666,0.5415,0.4195,0.4195,0.3288,0.684,0.6024,-0.0897,0.5182,2,62.07,win
memory_match,mm_112,4670.9,1140630.8,0.661,0.2551,0.634,0.6334,0.4328,0.4328,0.2746,0.6465,0.5401,0.0919,0.5952,2,65.0,win
memory_match,mm_113,1330.9,1251277.8,0.8495,0.1558,0.8817,0.7144,0.6412,0.6412,0.1471,0.8696,0.834,-0.0038,0.6709,4,83.96,win
memory_match,mm_114,4775.0,484377.5,0.312,0.6522,0.2158,0.3357,0.2359,0.2359,0.4949,0.3046,0.1927,0.1434,0.4848,0,28.85,loss
memory_match,mm_115,4882.9,148718.6,0.3795,0.707,0.2277,0.2592,0.0557,0.0557,0.2838,0.3196,0.2552,0.0933,0.3268,0,27.73,loss
memory_match,mm_116,5195.1,1009385.0,0.377,0.5807,0.3309,0.5061,0.1123,0.1123,0.3107,0.4041,0.3372,0.0226,0.3234,1,40.41,loss
memory_match,mm_117,2005.4,1383070.5,0.7193,0.1772,0.7505,0.6999,0.5735,0.5735,0.4085,0.8193,0.7201,0.0096,0.6582,3,77.51,win
memory_match,mm_118,2817.5,1347864.4,0.6005,0.2955,0.7177,0.5174,0.4536,0.4536,0.2609,0.6165,0.7012,0.0498,0.587,3,63.59,win
memory_match,mm_119,1339.1,875630.0,0.7439,0.1717,0.7989,0.7334,0.5077,0.5077,0.3521,0.8366,0.7392,-0.019,0.8016,4,80.38,win
memory_match,mm_120,3307.7,999274.0,0.7782,0.3225,0.4561,0.5633,0.1857,0.1857,0.3224,0.6176,0.6332,0.0779,0.3505,2,56.43,loss
memory_match,mm_121,5502.9,273825.6,0.5171,0.5054,0.3292,0.4936,0.3566,0.3566,0.2776,0.5467,0.4196,0.0437,0.4865,1,46.56,loss
memory_match,mm_122,3786.7,846869.2,0.4429,0.492,0.6478,0.5181,0.1911,0.1911,0.2164,0.4767,0.5969,0.054,0.3206,1,53.95,loss
memory_match,mm_123,2132.1,163646.5,0.8071,0.1359,0.9525,0.6724,0.5506,0.5506,0.1924,0.8995,0.8354,-0.0031,0.6178,4,86.65,win
memory_match,mm_124,2777.4,516407.4,0.5838,0.3093,0.5246,0.5666,0.3657,0.3657,0.4106,0.661,0.5862,-0.0272,0.5604,2,60.42,win
memory_match,mm_125,3029.4,283072.6,0.5985,0.3184,0.6067,0.5729,0.5738,0.5738,0.1404,0.6656,0.4986,-0.0053,0.6258,2,63.1,win
memory_match,mm_126,4632.0,558410.1,0.4608,0.6248,0.4506,0.4263,0.2036,0.2036,0.2434,0.4228,0.4717,0.0123,0.2618,1,42.71,loss
memory_match,mm_127,1898.8,401202.2,0.6551,0.3717,0.751,0.6738,0.1878,0.1878,0.335,0.7475,0.6953,0.0222,0.6237,3,72.19,win
memory_match,mm_128,2812.6,660814.3,0.7176,0.1988,0.4781,0.7291,0.3461,0.3461,0.4192,0.7577,0.5705,-0.008,0.5467,2,67.24,win
memory_match,mm_129,4242.3,651465.2,0.6012,0.4535,0.6528,0.5208,0.5726,0.5726,0.2897,0.6219,0.7052,0.0401,0.4101,2,60.34,loss
memory_match,mm_130,1533.6,821708.0,0.8175,0.1066,0.8095,0.8224,0.6389,0.6389,0.2435,0.901,0.7093,0.0446,0.656,4,85.71,win
memory_match,mm_131,5809.6,1242048.4,0.5835,0.4075,0.4403,0.6541,0.3513,0.3513,0.1913,0.6216,0.4658,-0.0105,0.6074,1,57.08,win
memory_match,mm_132,1441.5,1109960.2,0.6828,0.1866,0.8659,0.8155,0.4578,0.4578,0.4711,0.8228,0.7905,-0.0218,0.6053,4,83.33,win
memory_match,mm_133,2519.6,539169.5,0.6408,0.4999,0.4689,0.6804,0.3867,0.3867,0.348,0.6194,0.5265,0.0656,0.6202,2,57.45,win
memory_match,mm_134,1944.0,539253.6,0.5897,0.3252,0.7138,0.6699,0.4966,0.4966,0.3235,0.6852,0.6305,-0.0116,0.6505,2,68.97,win
memory_match,mm_135,3661.8,881321.3,0.6432,0.2807,0.5863,0.5238,0.4439,0.4439,0.1714,0.6953,0.6369,0.0469,0.8216,1,63.07,win
memory_match,mm_136,5029.0,631571.9,0.4448,0.6113,0.4256,0.38,0.2134,0.2134,0.3225,0.4835,0.512,0.0717,0.57,1,43.59,win
memory_match,mm_137,1911.5,382895.2,0.7923,0.0807,0.8332,0.895,0.5285,0.5285,0.3889,0.8885,0.8402,-0.0603,0.655,4,87.63,win
memory_match,mm_138,4235.2,240762.9,0.6726,0.2061,0.5363,0.6205,0.4189,0.4189,0.2787,0.74,0.5222,0.063,0.5933,2,66.04,win
memory_match,mm_139,4145.7,1004257.1,0.7061,0.3271,0.556,0.5327,0.4697,0.4697,0.3094,0.6399,0.5601,0.0445,0.4882,2,59.66,loss
memory_match,mm_140,3254.2,793537.5,0.4521,0.5985,0.8038,0.5706,0.4968,0.4968,0.401,0.4936,0.7003,0.0293,0.6308,2,59.29,win
memory_match,mm_141,1839.0,791477.4,0.7586,0.1903,0.8743,0.7295,0.6351,0.6351,0.2913,0.8504,0.788,0.1023,0.6068,4,82.93,win
memory_match,mm_142,3820.4,345692.9,0.681,0.3649,0.6579,0.6147,0.2241,0.2241,0.2851,0.6672,0.5525,0.0022,0.6657,2,65.07,win
memory_match,mm_143,2288.0,429729.8,0.6012,0.3821,0.7467,0.5575,0.3885,0.3885,0.3684,0.646,0.706,0.0323,0.2687,3,65.57,loss
memory_match,mm_144,4380.4,1084979.8,0.4348,0.5121,0.3626,0.5353,0.394,0.394,0.2644,0.4974,0.3244,0.0287,0.3793,1,46.36,loss
memory_match,mm_145,1645.8,868928.3,0.8437,0.1242,0.9596,0.8383,0.4723,0.4723,0.4362,0.9232,0.8248,-0.0188,0.7612,4,91.24,win
memory_match,mm_146,4017.5,866708.9,0.5303,0.3619,0.6061,0.6912,0.3603,0.3603,0.2884,0.6649,0.5861,0.0244,0.4016,2,64.98,loss
memory_match,mm_147,4928.6,734805.2,0.4017,0.6356,0.4069,0.428,0.0258,0.0258,0.2782,0.3455,0.4012,-0.014,0.2672,0,38.23,loss
memory_match,mm_148,5924.7,1491773.1,0.1894,0.7507,0.2832,0.3253,0.0898,0.0898,0.2732,0.1737,0.2836,0.042,0.1736,0,24.44,loss
memory_match,mm_149,2202.0,635471.5,0.8241,0.1789,0.8922,0.6394,0.2596,0.2596,0.2804,0.8924,0.8892,0.0895,0.5548,4,83.46,win
memory_match,mm_150,3425.7,104862.6,0.4339,0.586,0.3088,0.4288,0.2353,0.2353,0.1807,0.4396,0.3814,0.0019,0.435,1,39.56,loss
memory_match,mm_151,2670.9,257982.5,0.6464,0.3152,0.566,0.5594,0.5456,0.5456,0.3661,0.662,0.5508,0.0452,0.4325,2,61.5,loss
memory_match,mm_152,2440.8,428075.0,0.7547,0.2235,0.7601,0.809,0.4441,0.4441,0.2909,0.7906,0.7142,-0.0105,0.6732,3,78.37,win
memory_match,mm_153,4673.9,522470.2,0.5689,0.4262,0.298,0.413,0.2861,0.2861,0.4225,0.5454,0.3738,0.0665,0.5515,0,44.75,win
memory_match,mm_154,4769.6,1039879.5,0.4584,0.4741,0.6451,0.5876,0.345,0.345,0.195,0.4889,0.6866,0.0135,0.4107,1,55.92,loss
memory_match,mm_155,3902.6,1380637.6,0.5532,0.4601,0.6784,0.4546,0.2911,0.2911,0.2314,0.5646,0.5212,-0.0669,0.3515,2,57.43,loss
memory_match,mm_156,3889.7,1043140.7,0.7288,0.2549,0.6417,0.7767,0.5079,0.5079,0.4342,0.6996,0.6452,0.0594,0.3974,2,70.22,loss
memory_match,mm_157,4594.3,1412023.7,0.3487,0.6532,0.2899,0.3812,0.2434,0.2434,0.2342,0.3774,0.3558,0.0494,0.2902,1,34.89,loss
memory_match,mm_158,1839.4,466186.3,0.7698,0.1047,0.8478,0.8415,0.4212,0.4212,0.3156,0.8631,0.7367,0.0221,0.5735,4,85.74,win
memory_match,mm_159,6618.2,304291.8,0.4317,0.6239,0.2868,0.2385,0.139,0.139,0.375,0.3406,0.332,0.0237,0.5056,0,30.76,win
memory_match,mm_160,3699.3,1453111.6,0.6229,0.349,0.553,0.6171,0.2345,0.2345,0.2143,0.6,0.5522,0.1042,0.4069,2,59.44,loss
memory_match,mm_161,4635.9,147353.3,0.417,0.6444,0.3915,0.3458,0.224,0.224,0.2377,0.4097,0.4051,0.085,0.1299,1,38.61,loss
memory_match,mm_162,2781.1,963127.1,0.5971,0.3342,0.6399,0.6086,0.3921,0.3921,0.2034,0.6593,0.563,-0.01,0.4124,2,64.4,loss
memory_match,mm_163,5353.6,1228634.8,0.3504,0.647,0.2951,0.3917,0.2752,0.2752,0.2974,0.3622,0.2871,0.0461,0.2642,0,34.7,loss
memory_match,mm_164,6025.5,416200.2,0.3958,0.6612,0.1188,0.4134,0.3063,0.3063,0.2287,0.3887,0.1364,-0.0183,0.2328,0,30.77,loss
memory_match,mm_165,4243.1,799801.8,0.5185,0.5116,0.4687,0.524,0.3446,0.3446,0.289,0.4724,0.4779,-0.0341,0.4486,2,48.32,loss
